date,country_name,new_per_100k,new_per_100k_7d_avg
2020-03-01,Germany,0.0,0.0
2020-03-02,Germany,0.101,0.051
2020-03-03,Germany,0.189,0.097
2020-03-04,Germany,0.224,0.129
2020-03-05,Germany,0.225,0.148
2020-03-06,Germany,0.171,0.152
2020-03-07,Germany,0.126,0.148
2020-03-08,Germany,0.418,0.208
2020-03-09,Germany,0.717,0.296
2020-03-10,Germany,0.912,0.399
2020-03-11,Germany,1.194,0.538
2020-03-12,Germany,1.763,0.757
2020-03-13,Germany,1.568,0.957
2020-03-14,Germany,1.18,1.107
2020-03-15,Germany,2.454,1.398
2020-03-16,Germany,3.653,1.818
2020-03-17,Germany,4.334,2.307
2020-03-18,Germany,4.887,2.834
2020-03-19,Germany,4.886,3.28
2020-03-20,Germany,4.044,3.634
2020-03-21,Germany,2.728,3.855
2020-03-22,Germany,4.495,4.147
2020-03-23,Germany,5.876,4.464
2020-03-24,Germany,6.842,4.822
2020-03-25,Germany,7.108,5.14
2020-03-26,Germany,7.204,5.471
2020-03-27,Germany,5.685,5.706
2020-03-28,Germany,3.706,5.845
2020-03-29,Germany,4.963,5.912
2020-03-30,Germany,7.301,6.116
2020-03-31,Germany,7.537,6.215
2020-04-01,Germany,7.889,6.326
2020-04-02,Germany,7.457,6.363
2020-04-03,Germany,5.225,6.297
2020-04-04,Germany,3.055,6.204
2020-04-05,Germany,4.409,6.125
2020-04-06,Germany,6.246,5.974
2020-04-07,Germany,6.356,5.805
2020-04-08,Germany,5.913,5.523
2020-04-09,Germany,4.041,5.035
2020-04-10,Germany,3.474,4.785
2020-04-11,Germany,2.25,4.67
2020-04-12,Germany,1.925,4.315
2020-04-13,Germany,2.97,3.847
2020-04-14,Germany,4.005,3.511
2020-04-15,Germany,4.12,3.255
2020-04-16,Germany,3.669,3.202
2020-04-17,Germany,2.538,3.068
2020-04-18,Germany,1.659,2.984
2020-04-19,Germany,2.061,3.003
2020-04-20,Germany,2.632,2.955
2020-04-21,Germany,2.996,2.811
2020-04-22,Germany,2.521,2.582
2020-04-23,Germany,2.293,2.386
2020-04-24,Germany,1.531,2.242
2020-04-25,Germany,0.848,2.126
2020-04-26,Germany,1.348,2.024
2020-04-27,Germany,1.765,1.9
2020-04-28,Germany,1.722,1.718
2020-04-29,Germany,1.76,1.61
2020-04-30,Germany,1.106,1.44
2020-05-01,Germany,0.747,1.328
2020-05-02,Germany,0.512,1.28
2020-05-03,Germany,0.878,1.213
2020-05-04,Germany,1.315,1.149
2020-05-05,Germany,1.471,1.113
2020-05-06,Germany,1.448,1.068
2020-05-07,Germany,1.178,1.078
2020-05-08,Germany,0.815,1.088
2020-05-09,Germany,0.411,1.074
2020-05-10,Germany,0.828,1.067
2020-05-11,Germany,1.03,1.026
2020-05-12,Germany,1.1,0.973
2020-05-13,Germany,0.973,0.905
2020-05-14,Germany,0.877,0.862
2020-05-15,Germany,0.556,0.825
2020-05-16,Germany,0.381,0.821
2020-05-17,Germany,0.654,0.796
2020-05-18,Germany,0.879,0.774
2020-05-19,Germany,1.002,0.76
2020-05-20,Germany,0.505,0.693
2020-05-21,Germany,0.634,0.659
2020-05-22,Germany,0.406,0.637
2020-05-23,Germany,0.264,0.621
2020-05-24,Germany,0.495,0.598
2020-05-25,Germany,0.744,0.579
2020-05-26,Germany,0.788,0.548
2020-05-27,Germany,0.637,0.567
2020-05-28,Germany,0.536,0.553
2020-05-29,Germany,0.45,0.559
2020-05-30,Germany,0.214,0.552
2020-05-31,Germany,0.164,0.505
2020-06-01,Germany,0.37,0.451
2020-06-02,Germany,0.599,0.424
2020-06-03,Germany,0.636,0.424
2020-06-04,Germany,0.526,0.423
2020-06-05,Germany,0.343,0.407
2020-06-06,Germany,0.198,0.405
2020-06-07,Germany,0.357,0.433
2020-06-08,Germany,0.513,0.453
2020-06-09,Germany,0.624,0.457
2020-06-10,Germany,0.338,0.414
2020-06-11,Germany,0.425,0.4
2020-06-12,Germany,0.36,0.402
2020-06-13,Germany,0.207,0.404
2020-06-14,Germany,0.313,0.397
2020-06-15,Germany,0.625,0.413
2020-06-16,Germany,1.043,0.473
2020-06-17,Germany,0.92,0.556
2020-06-18,Germany,1.194,0.666
2020-06-19,Germany,0.685,0.713
2020-06-20,Germany,0.269,0.721
2020-06-21,Germany,0.537,0.753
2020-06-22,Germany,0.652,0.757
2020-06-23,Germany,0.609,0.695
2020-06-24,Germany,0.688,0.662
2020-06-25,Germany,0.691,0.59
2020-06-26,Germany,0.391,0.548
2020-06-27,Germany,0.242,0.544
2020-06-28,Germany,0.5,0.539
2020-06-29,Germany,0.552,0.525
2020-06-30,Germany,0.581,0.521
2020-07-01,Germany,0.567,0.503
2020-07-02,Germany,0.514,0.478
2020-07-03,Germany,0.354,0.473
2020-07-04,Germany,0.173,0.463
2020-07-05,Germany,0.389,0.447
2020-07-06,Germany,0.476,0.436
2020-07-07,Germany,0.542,0.431
2020-07-08,Germany,0.512,0.423
2020-07-09,Germany,0.513,0.423
2020-07-10,Germany,0.334,0.42
2020-07-11,Germany,0.158,0.418
2020-07-12,Germany,0.397,0.419
2020-07-13,Germany,0.564,0.431
2020-07-14,Germany,0.653,0.447
2020-07-15,Germany,0.671,0.47
2020-07-16,Germany,0.63,0.487
2020-07-17,Germany,0.532,0.515
2020-07-18,Germany,0.216,0.523
2020-07-19,Germany,0.549,0.545
2020-07-20,Germany,0.632,0.555
2020-07-21,Germany,0.841,0.582
2020-07-22,Germany,0.832,0.605
2020-07-23,Germany,0.976,0.654
2020-07-24,Germany,0.654,0.671
2020-07-25,Germany,0.255,0.677
2020-07-26,Germany,0.637,0.69
2020-07-27,Germany,0.909,0.729
2020-07-28,Germany,1.101,0.766
2020-07-29,Germany,1.042,0.796
2020-07-30,Germany,1.102,0.814
2020-07-31,Germany,0.677,0.818
2020-08-01,Germany,0.367,0.834
2020-08-02,Germany,0.961,0.88
2020-08-03,Germany,1.144,0.914
2020-08-04,Germany,1.339,0.948
2020-08-05,Germany,1.409,1.0
2020-08-06,Germany,1.211,1.016
2020-08-07,Germany,0.856,1.041
2020-08-08,Germany,0.387,1.044
2020-08-09,Germany,1.331,1.097
2020-08-10,Germany,1.437,1.139
2020-08-11,Germany,1.856,1.212
2020-08-12,Germany,1.796,1.268
2020-08-13,Germany,1.657,1.332
2020-08-14,Germany,0.911,1.339
2020-08-15,Germany,0.594,1.369
2020-08-16,Germany,1.866,1.445
2020-08-17,Germany,1.847,1.504
2020-08-18,Germany,2.112,1.54
2020-08-19,Germany,1.951,1.562
2020-08-20,Germany,1.996,1.611
2020-08-21,Germany,1.106,1.639
2020-08-22,Germany,0.681,1.651
2020-08-23,Germany,1.719,1.63
2020-08-24,Germany,1.791,1.622
2020-08-25,Germany,1.949,1.599
2020-08-26,Germany,1.857,1.586
2020-08-27,Germany,1.674,1.54
2020-08-28,Germany,1.005,1.525
2020-08-29,Germany,0.644,1.52
2020-08-30,Germany,1.429,1.478
2020-08-31,Germany,1.594,1.45
2020-09-01,Germany,1.7,1.415
2020-09-02,Germany,1.826,1.41
2020-09-03,Germany,1.801,1.428
2020-09-04,Germany,1.332,1.475
2020-09-05,Germany,0.7,1.483
2020-09-06,Germany,1.702,1.522
2020-09-07,Germany,1.663,1.532
2020-09-08,Germany,2.103,1.59
2020-09-09,Germany,1.914,1.602
2020-09-10,Germany,1.989,1.629
2020-09-11,Germany,1.474,1.649
2020-09-12,Germany,0.918,1.681
2020-09-13,Germany,1.794,1.694
2020-09-14,Germany,2.411,1.8
2020-09-15,Germany,2.645,1.878
2020-09-16,Germany,2.838,2.01
2020-09-17,Germany,2.611,2.099
2020-09-18,Germany,1.676,2.128
2020-09-19,Germany,0.831,2.115
2020-09-20,Germany,1.996,2.144
2020-09-21,Germany,2.186,2.112
2020-09-22,Germany,2.667,2.115
2020-09-23,Germany,2.884,2.122
2020-09-24,Germany,2.811,2.15
2020-09-25,Germany,2.15,2.218
2020-09-26,Germany,1.053,2.25
2020-09-27,Germany,2.209,2.28
2020-09-28,Germany,2.607,2.34
2020-09-29,Germany,3.297,2.43
2020-09-30,Germany,3.527,2.522
2020-10-01,Germany,3.523,2.624
2020-10-02,Germany,2.645,2.694
2020-10-03,Germany,1.391,2.743
2020-10-04,Germany,2.907,2.842
2020-10-05,Germany,4.326,3.088
2020-10-06,Germany,5.414,3.39
2020-10-07,Germany,5.618,3.689
2020-10-08,Germany,6.099,4.057
2020-10-09,Germany,4.371,4.304
2020-10-10,Germany,2.737,4.496
2020-10-11,Germany,5.046,4.801
2020-10-12,Germany,6.467,5.107
2020-10-13,Germany,8.731,5.581
2020-10-14,Germany,9.521,6.139
2020-10-15,Germany,9.611,6.64
2020-10-16,Germany,6.85,6.995
2020-10-17,Germany,4.43,7.237
2020-10-18,Germany,7.816,7.632
2020-10-19,Germany,11.388,8.335
2020-10-20,Germany,14.947,9.223
2020-10-21,Germany,16.78,10.26
2020-10-22,Germany,16.911,11.303
2020-10-23,Germany,13.368,12.234
2020-10-24,Germany,8.976,12.884
2020-10-25,Germany,14.485,13.836
2020-10-26,Germany,19.202,14.953
2020-10-27,Germany,23.185,16.129
2020-10-28,Germany,23.909,17.148
2020-10-29,Germany,23.375,18.071
2020-10-30,Germany,16.861,18.57
2020-10-31,Germany,12.675,19.099
2020-11-01,Germany,18.373,19.654
2020-11-02,Germany,23.314,20.242
2020-11-03,Germany,25.54,20.578
2020-11-04,Germany,26.835,20.996
2020-11-05,Germany,25.994,21.37
2020-11-06,Germany,19.193,21.703
2020-11-07,Germany,12.208,21.637
2020-11-08,Germany,19.267,21.764
2020-11-09,Germany,23.629,21.809
2020-11-10,Germany,27.35,22.068
2020-11-11,Germany,28.338,22.283
2020-11-12,Germany,25.759,22.249
2020-11-13,Germany,19.025,22.225
2020-11-14,Germany,10.648,22.002
2020-11-15,Germany,17.698,21.778
2020-11-16,Germany,24.52,21.905
2020-11-17,Germany,28.551,22.077
2020-11-18,Germany,28.609,22.116
2020-11-19,Germany,26.853,22.272
2020-11-20,Germany,17.79,22.096
2020-11-21,Germany,10.623,22.092
2020-11-22,Germany,18.157,22.158
2020-11-23,Germany,23.378,21.994
2020-11-24,Germany,26.555,21.709
2020-11-25,Germany,27.419,21.539
2020-11-26,Germany,24.262,21.169
2020-11-27,Germany,17.996,21.199
2020-11-28,Germany,10.581,21.193
2020-11-29,Germany,16.013,20.886
2020-11-30,Germany,23.148,20.853
2020-12-01,Germany,27.948,21.052
2020-12-02,Germany,29.416,21.338
2020-12-03,Germany,26.805,21.701
2020-12-04,Germany,18.944,21.836
2020-12-05,Germany,12.327,22.086
2020-12-06,Germany,19.833,22.631
2020-12-07,Germany,27.462,23.248
2020-12-08,Germany,33.285,24.01
2020-12-09,Germany,34.982,24.805
2020-12-10,Germany,32.824,25.665
2020-12-11,Germany,24.821,26.505
2020-12-12,Germany,15.054,26.894
2020-12-13,Germany,22.974,27.343
2020-12-14,Germany,32.437,28.054
2020-12-15,Germany,37.767,28.694
2020-12-16,Germany,38.486,29.195
2020-12-17,Germany,35.845,29.626
2020-12-18,Germany,26.13,29.813
2020-12-19,Germany,16.746,30.055
2020-12-20,Germany,24.45,30.266
2020-12-21,Germany,34.906,30.619
2020-12-22,Germany,40.917,31.069
2020-12-23,Germany,25.468,29.209
2020-12-24,Germany,15.837,26.351
2020-12-25,Germany,13.904,24.604
2020-12-26,Germany,11.814,23.899
2020-12-27,Germany,18.957,23.115
2020-12-28,Germany,33.201,22.871
2020-12-29,Germany,37.407,22.37
2020-12-30,Germany,23.599,22.103
2020-12-31,Germany,12.371,21.608
2021-01-01,Germany,12.072,21.346
2021-01-02,Germany,10.641,21.178
2021-01-03,Germany,17.229,20.931
2021-01-04,Germany,33.044,20.909
2021-01-05,Germany,33.678,20.376
2021-01-06,Germany,31.451,21.498
2021-01-07,Germany,29.549,23.952
2021-01-08,Germany,20.075,25.095
2021-01-09,Germany,10.211,25.034
2021-01-10,Germany,16.238,24.892
2021-01-11,Germany,27.203,24.058
2021-01-12,Germany,29.037,23.395
2021-01-13,Germany,24.569,22.412
2021-01-14,Germany,22.05,21.34
2021-01-15,Germany,16.179,20.784
2021-01-16,Germany,7.944,20.46
2021-01-17,Germany,11.029,19.716
2021-01-18,Germany,22.237,19.006
2021-01-19,Germany,23.457,18.209
2021-01-20,Germany,20.254,17.593
2021-01-21,Germany,18.109,17.03
2021-01-22,Germany,13.938,16.71
2021-01-23,Germany,6.044,16.438
2021-01-24,Germany,8.127,16.024
2021-01-25,Germany,18.676,15.515
2021-01-26,Germany,19.052,14.886
2021-01-27,Germany,16.095,14.292
2021-01-28,Germany,15.136,13.867
2021-01-29,Germany,11.982,13.588
2021-01-30,Germany,5.069,13.448
2021-01-31,Germany,7.055,13.295
2021-02-01,Germany,14.812,12.743
2021-02-02,Germany,16.161,12.33
2021-02-03,Germany,13.861,12.011
2021-02-04,Germany,12.06,11.571
2021-02-05,Germany,10.098,11.302
2021-02-06,Germany,3.722,11.11
2021-02-07,Germany,5.04,10.822
2021-02-08,Germany,10.959,10.271
2021-02-09,Germany,12.383,9.732
2021-02-10,Germany,11.268,9.361
2021-02-11,Germany,10.289,9.108
2021-02-12,Germany,6.742,8.629
2021-02-13,Germany,4.531,8.745
2021-02-14,Germany,5.293,8.781
2021-02-15,Germany,11.14,8.807
2021-02-16,Germany,12.054,8.76
2021-02-17,Germany,11.122,8.739
2021-02-18,Germany,10.512,8.77
2021-02-19,Germany,9.369,9.146
2021-02-20,Germany,3.667,9.022
2021-02-21,Germany,5.307,9.024
2021-02-22,Germany,12.263,9.185
2021-02-23,Germany,13.611,9.407
2021-02-24,Germany,11.939,9.524
2021-02-25,Germany,11.405,9.652
2021-02-26,Germany,9.226,9.631
2021-02-27,Germany,4.159,9.702
2021-02-28,Germany,5.646,9.75
2021-03-01,Germany,13.207,9.885
2021-03-02,Germany,13.626,9.887
2021-03-03,Germany,12.21,9.925
2021-03-04,Germany,11.629,9.957
2021-03-05,Germany,9.993,10.067
2021-03-06,Germany,4.051,10.052
2021-03-07,Germany,5.837,10.079
2021-03-08,Germany,13.865,10.173
2021-03-09,Germany,16.86,10.635
2021-03-10,Germany,15.855,11.156
2021-03-11,Germany,15.121,11.655
2021-03-12,Germany,12.613,12.029
2021-03-13,Germany,5.826,12.283
2021-03-14,Germany,8.246,12.627
2021-03-15,Germany,19.025,13.364
2021-03-16,Germany,22.12,14.115
2021-03-17,Germany,20.159,14.73
2021-03-18,Germany,18.911,15.272
2021-03-19,Germany,15.931,15.746
2021-03-20,Germany,7.174,15.938
2021-03-21,Germany,10.732,16.293
2021-03-22,Germany,23.432,16.923
2021-03-23,Germany,27.29,17.661
2021-03-24,Germany,26.391,18.552
2021-03-25,Germany,24.14,19.299
2021-03-26,Germany,19.012,19.739
2021-03-27,Germany,9.144,20.02
2021-03-28,Germany,13.24,20.379
2021-03-29,Germany,24.555,20.539
2021-03-30,Germany,28.902,20.769
2021-03-31,Germany,25.84,20.69
2021-04-01,Germany,18.661,19.908
2021-04-02,Germany,12.803,19.021
2021-04-03,Germany,8.615,18.945
2021-04-04,Germany,8.481,18.265
2021-04-05,Germany,13.862,16.738
2021-04-06,Germany,28.581,16.692
2021-04-07,Germany,31.046,17.436
2021-04-08,Germany,28.065,18.779
2021-04-09,Germany,21.732,20.055
2021-04-10,Germany,10.659,20.347
2021-04-11,Germany,14.603,21.221
2021-04-12,Germany,32.202,23.841
2021-04-13,Germany,34.4,24.672
2021-04-14,Germany,30.21,24.553
2021-04-15,Germany,27.807,24.516
2021-04-16,Germany,21.313,24.456
2021-04-17,Germany,10.606,24.449
2021-04-18,Germany,14.824,24.48
2021-04-19,Germany,33.696,24.694
2021-04-20,Germany,35.376,24.833
2021-04-21,Germany,30.662,24.898
2021-04-22,Germany,27.679,24.879
2021-04-23,Germany,21.711,24.936
2021-04-24,Germany,10.44,24.912
2021-04-25,Germany,14.716,24.897
2021-04-26,Germany,30.438,24.432
2021-04-27,Germany,30.128,23.682
2021-04-28,Germany,25.823,22.991
2021-04-29,Germany,23.072,22.332
2021-04-30,Germany,18.146,21.823
2021-05-01,Germany,8.019,21.477
2021-05-02,Germany,10.99,20.945
2021-05-03,Germany,25.27,20.207
2021-05-04,Germany,25.119,19.491
2021-05-05,Germany,20.677,18.756
2021-05-06,Germany,18.638,18.123
2021-05-07,Germany,14.499,17.602
2021-05-08,Germany,6.407,17.372
2021-05-09,Germany,8.909,17.074
2021-05-10,Germany,20.177,16.347
2021-05-11,Germany,19.857,15.595
2021-05-12,Germany,11.642,14.304
2021-05-13,Germany,9.206,12.957
2021-05-14,Germany,10.357,12.365
2021-05-15,Germany,5.148,12.185
2021-05-16,Germany,6.325,11.816
2021-05-17,Germany,14.848,11.055
2021-05-18,Germany,13.622,10.164
2021-05-19,Germany,10.157,9.952
2021-05-20,Germany,9.133,9.941
2021-05-21,Germany,7.012,9.464
2021-05-22,Germany,2.411,9.073
2021-05-23,Germany,2.166,8.478
2021-05-24,Germany,4.422,6.989
2021-05-25,Germany,8.614,6.273
2021-05-26,Germany,8.213,5.996
2021-05-27,Germany,6.215,5.579
2021-05-28,Germany,4.445,5.212
2021-05-29,Germany,1.934,5.144
2021-05-30,Germany,2.938,5.254
2021-05-31,Germany,6.148,5.501
2021-06-01,Germany,5.405,5.043
2021-06-02,Germany,3.54,4.375
2021-06-03,Germany,2.74,3.879
2021-06-04,Germany,2.78,3.641
2021-06-05,Germany,1.367,3.56
2021-06-06,Germany,2.066,3.435
2021-06-07,Germany,4.26,3.166
2021-06-08,Germany,3.452,2.887
2021-06-09,Germany,2.749,2.774
2021-06-10,Germany,2.219,2.699
2021-06-11,Germany,1.579,2.527
2021-06-12,Germany,0.622,2.421
2021-06-13,Germany,1.125,2.287
2021-06-14,Germany,2.051,1.971
2021-06-15,Germany,1.741,1.726
2021-06-16,Germany,1.397,1.533
2021-06-17,Germany,1.244,1.394
2021-06-18,Germany,0.888,1.295
2021-06-19,Germany,0.332,1.254
2021-06-20,Germany,0.734,1.198
2021-06-21,Germany,1.286,1.089
2021-06-22,Germany,1.09,0.996
2021-06-23,Germany,0.999,0.939
2021-06-24,Germany,0.891,0.889
2021-06-25,Germany,0.583,0.845
2021-06-26,Germany,0.269,0.836
2021-06-27,Germany,0.631,0.821
2021-06-28,Germany,1.082,0.792
2021-06-29,Germany,1.043,0.785
2021-06-30,Germany,0.856,0.765
2021-07-01,Germany,0.807,0.753
2021-07-02,Germany,0.613,0.757
2021-07-03,Germany,0.251,0.755
2021-07-04,Germany,0.672,0.761
2021-07-05,Germany,1.282,0.789
2021-07-06,Germany,1.159,0.806
2021-07-07,Germany,1.153,0.848
2021-07-08,Germany,1.143,0.896
2021-07-09,Germany,0.953,0.945
2021-07-10,Germany,0.375,0.962
2021-07-11,Germany,0.967,1.004
2021-07-12,Germany,2.126,1.125
2021-07-13,Germany,1.96,1.239
2021-07-14,Germany,1.831,1.336
2021-07-15,Germany,1.951,1.452
2021-07-16,Germany,1.543,1.536
2021-07-17,Germany,0.601,1.568
2021-07-18,Germany,1.724,1.677
2021-07-19,Germany,2.82,1.776
2021-07-20,Germany,2.767,1.891
2021-07-21,Germany,2.681,2.012
2021-07-22,Germany,2.554,2.098
2021-07-23,Germany,1.92,2.152
2021-07-24,Germany,0.768,2.176
2021-07-25,Germany,2.003,2.216
2021-07-26,Germany,3.732,2.346
2021-07-27,Germany,3.427,2.441
2021-07-28,Germany,3.178,2.512
2021-07-29,Germany,3.046,2.582
2021-07-30,Germany,2.366,2.646
2021-07-31,Germany,0.943,2.671
2021-08-01,Germany,2.556,2.75
2021-08-02,Germany,4.522,2.863
2021-08-03,Germany,4.273,2.983
2021-08-04,Germany,4.253,3.137
2021-08-05,Germany,4.262,3.311
2021-08-06,Germany,3.364,3.453
2021-08-07,Germany,1.374,3.515
2021-08-08,Germany,3.523,3.653
2021-08-09,Germany,6.696,3.964
2021-08-10,Germany,6.804,4.325
2021-08-11,Germany,6.559,4.655
2021-08-12,Germany,6.968,5.041
2021-08-13,Germany,5.587,5.359
2021-08-14,Germany,2.495,5.519
2021-08-15,Germany,5.451,5.794
2021-08-16,Germany,10.742,6.372
2021-08-17,Germany,10.551,6.907
2021-08-18,Germany,10.465,7.465
2021-08-19,Germany,10.642,7.99
2021-08-20,Germany,8.217,8.366
2021-08-21,Germany,3.735,8.543
2021-08-22,Germany,7.928,8.897
2021-08-23,Germany,15.54,9.583
2021-08-24,Germany,15.324,10.265
2021-08-25,Germany,14.0,10.77
2021-08-26,Germany,12.53,11.039
2021-08-27,Germany,10.125,11.312
2021-08-28,Germany,4.505,11.422
2021-08-29,Germany,8.539,11.509
2021-08-30,Germany,17.565,11.798
2021-08-31,Germany,17.751,12.145
2021-09-01,Germany,15.327,12.334
2021-09-02,Germany,14.542,12.622
