date,country_name,new_per_100k,new_per_100k_7d_avg
2021-03-08,Serbia,65.712,55.842
2021-03-09,Serbia,65.913,56.938
2021-03-10,Serbia,65.984,58.433
2021-03-11,Serbia,67.033,59.658
2021-03-12,Serbia,58.761,60.833
2021-03-13,Serbia,60.686,63.262
2021-03-14,Serbia,66.544,64.376
2021-03-15,Serbia,74.687,65.658
2021-03-16,Serbia,78.205,67.414
2021-03-17,Serbia,76.769,68.955
2021-03-18,Serbia,76.18,70.262
2021-03-19,Serbia,67.306,71.482
2021-03-20,Serbia,60.772,71.495
2021-03-21,Serbia,68.483,71.772
2021-03-22,Serbia,78.621,72.334
2021-03-23,Serbia,76.065,72.028
2021-03-24,Serbia,75.046,71.782
2021-03-25,Serbia,75.031,71.618
2021-03-26,Serbia,64.577,71.228
2021-03-27,Serbia,55.846,70.524
2021-03-28,Serbia,64.793,69.997
2021-03-29,Serbia,78.564,69.989
2021-03-30,Serbia,73.337,69.599
2021-03-31,Serbia,69.072,68.746
2021-04-01,Serbia,69.302,67.927
2021-04-02,Serbia,59.35,67.18
2021-04-03,Serbia,47.446,65.98
2021-04-04,Serbia,53.218,64.327
2021-04-05,Serbia,63.156,62.126
2021-04-06,Serbia,51.912,59.065
2021-04-07,Serbia,52.055,56.634
2021-04-08,Serbia,48.896,53.719
2021-04-09,Serbia,43.913,51.514
2021-04-10,Serbia,39.232,50.34
2021-04-11,Serbia,42.578,48.82
2021-04-12,Serbia,51.294,47.126
2021-04-13,Serbia,45.292,46.18
2021-04-14,Serbia,42.664,44.838
2021-04-15,Serbia,40.869,43.691
2021-04-16,Serbia,37.092,42.717
2021-04-17,Serbia,29.711,41.357
2021-04-18,Serbia,37.394,40.616
2021-04-19,Serbia,42.578,39.371
2021-04-20,Serbia,41.127,38.776
2021-04-21,Serbia,39.045,38.259
2021-04-22,Serbia,34.234,37.312
2021-04-23,Serbia,29.697,36.255
2021-04-24,Serbia,24.34,35.488
2021-04-25,Serbia,28.533,34.222
2021-04-26,Serbia,30.802,32.54
2021-04-27,Serbia,30.702,31.051
2021-04-28,Serbia,28.821,29.59
2021-04-29,Serbia,23.163,28.008
2021-04-30,Serbia,19.731,26.585
2021-05-01,Serbia,14.202,25.136
2021-05-02,Serbia,17.936,23.622
2021-05-03,Serbia,18.726,21.897
2021-05-04,Serbia,20.133,20.387
2021-05-05,Serbia,19.616,19.072
2021-05-06,Serbia,18.338,18.383
2021-05-07,Serbia,15.164,17.731
2021-05-08,Serbia,11.976,17.413
2021-05-09,Serbia,13.183,16.734
2021-05-10,Serbia,16.155,16.366
2021-05-11,Serbia,15.021,15.636
2021-05-12,Serbia,12.938,14.682
2021-05-13,Serbia,11.301,13.677
2021-05-14,Serbia,10.124,12.957
2021-05-15,Serbia,8.157,12.411
2021-05-16,Serbia,8.257,11.708
2021-05-17,Serbia,9.851,10.807
2021-05-18,Serbia,8.745,9.91
2021-05-19,Serbia,7.898,9.19
2021-05-20,Serbia,5.615,8.378
2021-05-21,Serbia,5.801,7.761
2021-05-22,Serbia,3.82,7.141
2021-05-23,Serbia,5.399,6.733
2021-05-24,Serbia,5.945,6.175
2021-05-25,Serbia,5.557,5.719
2021-05-26,Serbia,4.681,5.26
2021-05-27,Serbia,4.739,5.135
2021-05-28,Serbia,3.935,4.868
2021-05-29,Serbia,2.556,4.688
2021-05-30,Serbia,3.561,4.425
2021-05-31,Serbia,3.303,4.047
2021-06-01,Serbia,4.121,3.842
2021-06-02,Serbia,3.13,3.621
2021-06-03,Serbia,3.016,3.375
2021-06-04,Serbia,2.082,3.11
2021-06-05,Serbia,1.666,2.983
2021-06-06,Serbia,2.326,2.806
2021-06-07,Serbia,3.073,2.774
2021-06-08,Serbia,2.843,2.591
2021-06-09,Serbia,3.016,2.575
2021-06-10,Serbia,2.47,2.497
2021-06-11,Serbia,1.709,2.443
2021-06-12,Serbia,1.982,2.488
2021-06-13,Serbia,1.781,2.41
2021-06-14,Serbia,1.896,2.242
2021-06-15,Serbia,2.298,2.164
2021-06-16,Serbia,1.939,2.01
2021-06-17,Serbia,2.326,1.99
2021-06-18,Serbia,1.278,1.928
2021-06-19,Serbia,0.862,1.768
2021-06-20,Serbia,1.264,1.694
2021-06-21,Serbia,1.034,1.571
2021-06-22,Serbia,1.479,1.454
2021-06-23,Serbia,1.149,1.342
2021-06-24,Serbia,1.091,1.165
2021-06-25,Serbia,0.948,1.118
2021-06-26,Serbia,0.905,1.124
2021-06-27,Serbia,1.206,1.116
2021-06-28,Serbia,1.048,1.118
2021-06-29,Serbia,1.493,1.12
2021-06-30,Serbia,1.163,1.122
2021-07-01,Serbia,1.063,1.118
2021-07-02,Serbia,1.134,1.145
2021-07-03,Serbia,1.106,1.173
2021-07-04,Serbia,1.58,1.227
2021-07-05,Serbia,1.58,1.303
2021-07-06,Serbia,1.479,1.301
2021-07-07,Serbia,1.393,1.333
2021-07-08,Serbia,1.58,1.407
2021-07-09,Serbia,1.106,1.403
2021-07-10,Serbia,0.991,1.387
2021-07-11,Serbia,1.694,1.403
2021-07-12,Serbia,2.082,1.475
2021-07-13,Serbia,1.795,1.52
2021-07-14,Serbia,2.24,1.641
2021-07-15,Serbia,2.958,1.838
2021-07-16,Serbia,2.384,2.021
2021-07-17,Serbia,1.795,2.136
2021-07-18,Serbia,3.26,2.359
2021-07-19,Serbia,2.714,2.449
2021-07-20,Serbia,3.274,2.661
2021-07-21,Serbia,3.274,2.808
2021-07-22,Serbia,2.901,2.8
2021-07-23,Serbia,3.576,2.97
2021-07-24,Serbia,2.858,3.122
2021-07-25,Serbia,3.461,3.151
2021-07-26,Serbia,4.164,3.358
2021-07-27,Serbia,4.768,3.572
2021-07-28,Serbia,4.193,3.703
2021-07-29,Serbia,5.069,4.013
2021-07-30,Serbia,4.279,4.113
2021-07-31,Serbia,4.351,4.326
2021-08-01,Serbia,5.543,4.624
2021-08-02,Serbia,6.089,4.899
2021-08-03,Serbia,6.993,5.217
2021-08-04,Serbia,8.314,5.806
2021-08-05,Serbia,8.099,6.238
2021-08-06,Serbia,8.386,6.825
2021-08-07,Serbia,6.563,7.141
2021-08-08,Serbia,10.799,7.892
2021-08-09,Serbia,11.373,8.647
2021-08-10,Serbia,13.226,9.537
2021-08-11,Serbia,14.116,10.366
2021-08-12,Serbia,15.394,11.408
2021-08-13,Serbia,14.432,12.272
2021-08-14,Serbia,11.732,13.01
2021-08-15,Serbia,18.496,14.11
2021-08-16,Serbia,21.31,15.529
2021-08-17,Serbia,21.497,16.711
2021-08-18,Serbia,23.78,18.092
2021-08-19,Serbia,22.861,19.158
2021-08-20,Serbia,21.684,20.194
2021-08-21,Serbia,17.835,21.066
2021-08-22,Serbia,26.379,22.192
2021-08-23,Serbia,31.822,23.694
2021-08-24,Serbia,33.416,25.397
2021-08-25,Serbia,35.24,27.034
2021-08-26,Serbia,34.952,28.761
2021-08-27,Serbia,33.229,30.41
2021-08-28,Serbia,24.728,31.395
2021-08-29,Serbia,33.531,32.417
2021-08-30,Serbia,42.807,33.986
2021-08-31,Serbia,48.049,36.077
2021-09-01,Serbia,50.605,38.272
2021-09-02,Serbia,52.026,40.711
2021-09-03,Serbia,50.217,43.138
2021-09-04,Serbia,40.208,45.349
2021-09-05,Serbia,58.919,48.976
2021-09-06,Serbia,72.791,53.259
2021-09-07,Serbia,80.89,57.951
2021-09-08,Serbia,83.733,62.684
2021-09-09,Serbia,87.438,67.743
2021-09-10,Serbia,78.42,71.772
2021-09-11,Serbia,71.843,76.291
2021-09-12,Serbia,89.736,80.693
2021-09-13,Serbia,110.903,86.138
2021-09-14,Serbia,109.538,90.23
2021-09-15,Serbia,109.165,93.863
2021-09-16,Serbia,108.734,96.906
2021-09-17,Serbia,96.859,99.54
2021-09-18,Serbia,75.462,100.057
2021-09-19,Serbia,92.249,100.416
2021-09-20,Serbia,103.852,99.408
2021-09-21,Serbia,103.407,98.533
2021-09-22,Serbia,93.053,96.231
2021-09-23,Serbia,92.795,93.954
2021-09-24,Serbia,88.917,92.819
2021-09-25,Serbia,77.386,93.094
2021-09-26,Serbia,96.729,93.734
2021-09-27,Serbia,121.587,96.268
2021-09-28,Serbia,117.336,98.258
2021-09-29,Serbia,108.404,100.451
2021-09-30,Serbia,104.412,102.11
2021-10-01,Serbia,92.077,102.562
2021-10-02,Serbia,76.597,102.449
2021-10-03,Serbia,85.916,100.904
2021-10-04,Serbia,103.249,98.284
2021-10-05,Serbia,102.674,96.19
2021-10-06,Serbia,100.204,95.018
2021-10-07,Serbia,91.919,93.234
2021-10-08,Serbia,81.235,91.685
2021-10-09,Serbia,68.971,90.596
2021-10-10,Serbia,81.852,90.015
2021-10-11,Serbia,99.515,89.482
2021-10-12,Serbia,96.198,88.556
2021-10-13,Serbia,97.447,88.163
2021-10-14,Serbia,92.249,88.21
2021-10-15,Serbia,86.893,89.018
2021-10-16,Serbia,72.906,89.58
2021-10-17,Serbia,92.78,91.141
2021-10-18,Serbia,110.055,92.647
2021-10-19,Serbia,111.219,94.793
2021-10-20,Serbia,105.216,95.903
2021-10-21,Serbia,110.515,98.512
2021-10-22,Serbia,96.902,99.942
2021-10-23,Serbia,82.326,101.288
2021-10-24,Serbia,84.839,100.153
2021-10-25,Serbia,112.583,100.514
2021-10-26,Serbia,99.774,98.879
2021-10-27,Serbia,96.169,97.587
2021-10-28,Serbia,89.276,94.553
2021-10-29,Serbia,86.175,93.02
2021-10-30,Serbia,70.781,91.371
2021-10-31,Serbia,84.667,91.346
2021-11-01,Serbia,102.114,89.851
2021-11-02,Serbia,96.586,89.395
2021-11-03,Serbia,87.97,88.224
2021-11-04,Serbia,82.211,87.215
2021-11-05,Serbia,68.986,84.759
2021-11-06,Serbia,55.832,82.624
2021-11-07,Serbia,62.437,79.448
2021-11-08,Serbia,73.279,75.329
2021-11-09,Serbia,66.142,70.98
2021-11-10,Serbia,57.411,66.614
2021-11-11,Serbia,54.884,62.71
2021-11-12,Serbia,50.03,60.002
2021-11-13,Serbia,39.878,57.723
2021-11-14,Serbia,50.073,55.957
2021-11-15,Serbia,54.18,53.229
2021-11-16,Serbia,51.696,51.165
2021-11-17,Serbia,46.225,49.567
2021-11-18,Serbia,44.315,48.057
2021-11-19,Serbia,38.025,46.342
2021-11-20,Serbia,29.883,44.914
2021-11-21,Serbia,39.792,43.445
2021-11-22,Serbia,43.554,41.927
2021-11-23,Serbia,37.781,39.939
2021-11-24,Serbia,38.442,38.828
2021-11-25,Serbia,33.588,37.295
2021-11-26,Serbia,31.75,36.399
2021-11-27,Serbia,24.039,35.564
2021-11-28,Serbia,31.305,34.351
2021-11-29,Serbia,32.626,32.79
2021-11-30,Serbia,31.305,31.865
2021-12-01,Serbia,28.433,30.435
2021-12-02,Serbia,25.862,29.331
2021-12-03,Serbia,23.163,28.105
2021-12-04,Serbia,17.864,27.223
2021-12-05,Serbia,22.473,25.961
2021-12-06,Serbia,27.054,25.165
2021-12-07,Serbia,24.053,24.129
2021-12-08,Serbia,23.263,23.39
2021-12-09,Serbia,19.917,22.541
2021-12-10,Serbia,18.797,21.918
2021-12-11,Serbia,13.556,21.302
2021-12-12,Serbia,16.758,20.486
2021-12-13,Serbia,22.215,19.794
2021-12-14,Serbia,19.515,19.146
2021-12-15,Serbia,19.027,18.541
2021-12-16,Serbia,17.218,18.155
2021-12-17,Serbia,14.575,17.552
2021-12-18,Serbia,11.517,17.261
2021-12-19,Serbia,14.776,16.978
2021-12-20,Serbia,18.194,16.403
2021-12-21,Serbia,18.209,16.217
2021-12-22,Serbia,16.902,15.913
2021-12-23,Serbia,17.132,15.901
2021-12-24,Serbia,15.767,16.071
2021-12-25,Serbia,14.015,16.428
2021-12-26,Serbia,17.936,16.879
2021-12-27,Serbia,24.067,17.718
2021-12-28,Serbia,25.906,18.818
2021-12-29,Serbia,27.988,20.402
2021-12-30,Serbia,31.477,22.451
2021-12-31,Serbia,23.12,23.501
2022-01-01,Serbia,27.385,25.411
2022-01-02,Serbia,39.706,28.521
2022-01-03,Serbia,75.017,35.8
2022-01-04,Serbia,107.528,47.46
2022-01-05,Serbia,130.992,62.175
2022-01-06,Serbia,108.26,73.144
2022-01-07,Serbia,109.883,85.539
2022-01-08,Serbia,114.148,97.933
2022-01-09,Serbia,128.508,110.62
2022-01-10,Serbia,196.632,127.993
2022-01-11,Serbia,184.914,139.048
2022-01-12,Serbia,197.494,148.549
2022-01-13,Serbia,182.674,159.179
2022-01-14,Serbia,180.348,169.245
2022-01-15,Serbia,161.522,176.013
2022-01-16,Serbia,183.766,183.907
2022-01-17,Serbia,258.567,192.755
2022-01-18,Serbia,248.687,201.865
2022-01-19,Serbia,245.629,208.742
2022-01-20,Serbia,235.548,216.295
2022-01-21,Serbia,211.337,220.722
2022-01-22,Serbia,174.604,222.591
2022-01-23,Serbia,216.061,227.205
2022-01-24,Serbia,285.779,231.092
2022-01-25,Serbia,273.746,234.672
2022-01-26,Serbia,253.8,235.839
2022-01-27,Serbia,248.199,237.647
2022-01-28,Serbia,221.504,239.099
2022-01-29,Serbia,188.878,241.138
2022-01-30,Serbia,220.455,241.766
2022-01-31,Serbia,275.914,240.356
2022-02-01,Serbia,256.341,237.87
2022-02-02,Serbia,224.347,233.663
2022-02-03,Serbia,208.494,227.99
2022-02-04,Serbia,182.89,222.474
2022-02-05,Serbia,152.245,217.241
2022-02-06,Serbia,164.265,209.214
2022-02-07,Serbia,197.767,198.05
2022-02-08,Serbia,179.96,187.138
2022-02-09,Serbia,159.698,177.903
2022-02-10,Serbia,137.569,167.771
2022-02-11,Serbia,117.566,158.439
2022-02-12,Serbia,86.677,149.072
2022-02-13,Serbia,100.951,140.027
2022-02-14,Serbia,102.445,126.409
2022-02-15,Serbia,89.592,113.5
2022-02-16,Serbia,92.235,103.862
2022-02-17,Serbia,90.44,97.129
2022-02-18,Serbia,73.279,90.803
2022-02-19,Serbia,55.66,86.372
2022-02-20,Serbia,64.376,81.147
2022-02-21,Serbia,65.927,75.93
2022-02-22,Serbia,63.012,72.133
2022-02-23,Serbia,53.391,66.583
2022-02-24,Serbia,45.967,60.23
2022-02-25,Serbia,38.025,55.194
2022-02-26,Serbia,30.587,51.612
2022-02-27,Serbia,38.815,47.961
2022-02-28,Serbia,41.443,44.463
2022-03-01,Serbia,40.869,41.3
2022-03-02,Serbia,37.623,39.047
2022-03-03,Serbia,35.958,37.617
2022-03-04,Serbia,30.817,36.587
2022-03-05,Serbia,23.565,35.584
2022-03-06,Serbia,32.037,34.616
2022-03-07,Serbia,37.164,34.005
2022-03-08,Serbia,34.134,33.042
2022-03-09,Serbia,30.716,32.056
2022-03-10,Serbia,32.023,31.494
2022-03-11,Serbia,28.246,31.126
2022-03-12,Serbia,19.616,30.562
2022-03-13,Serbia,31.75,30.521
2022-03-14,Serbia,34.68,30.166
2022-03-15,Serbia,35.168,30.314
2022-03-16,Serbia,33.918,30.772
2022-03-17,Serbia,29.811,30.456
2022-03-18,Serbia,26.825,30.253
2022-03-19,Serbia,19.86,30.287
2022-03-20,Serbia,31.161,30.203
2022-03-21,Serbia,32.296,29.863
2022-03-22,Serbia,33.229,29.586
2022-03-23,Serbia,30.386,29.081
2022-03-24,Serbia,27.988,28.821
2022-03-25,Serbia,24.312,28.462
2022-03-26,Serbia,18.28,28.236
2022-03-27,Serbia,25.604,27.442
2022-03-28,Serbia,27.758,26.794
2022-03-29,Serbia,27.169,25.928
2022-03-30,Serbia,27.499,25.516
2022-03-31,Serbia,23.852,24.925
2022-04-01,Serbia,21.554,24.531
2022-04-02,Serbia,14.26,23.957
2022-04-03,Serbia,21.124,23.317
2022-04-04,Serbia,22.129,22.512
2022-04-05,Serbia,19.4,21.403
2022-04-06,Serbia,19.444,20.252
2022-04-07,Serbia,18.912,19.546
2022-04-08,Serbia,13.786,18.436
2022-04-09,Serbia,10.038,17.833
2022-04-10,Serbia,15.739,17.064
2022-04-11,Serbia,15.925,16.178
2022-04-12,Serbia,15.179,15.575
2022-04-13,Serbia,14.13,14.815
2022-04-14,Serbia,13.814,14.087
2022-04-15,Serbia,10.454,13.611
2022-04-16,Serbia,9.119,13.48
2022-04-17,Serbia,12.666,13.041
2022-04-18,Serbia,14.173,12.791
2022-04-19,Serbia,13.226,12.512
2022-04-20,Serbia,14.03,12.497
2022-04-21,Serbia,10.957,12.089
2022-04-22,Serbia,9.018,11.884
2022-04-23,Serbia,7.324,11.628
2022-04-24,Serbia,10.038,11.252
2022-04-25,Serbia,14.087,11.24
2022-04-26,Serbia,13.226,11.24
2022-04-27,Serbia,11.732,10.912
2022-04-28,Serbia,10.914,10.905
2022-04-29,Serbia,7.482,10.686
2022-04-30,Serbia,4.911,10.341
2022-05-01,Serbia,5.687,9.72
2022-05-02,Serbia,6.649,8.657
2022-05-03,Serbia,8.458,7.976
2022-05-04,Serbia,8.573,7.525
2022-05-05,Serbia,7.309,7.01
2022-05-06,Serbia,6.146,6.819
2022-05-07,Serbia,4.337,6.737
2022-05-08,Serbia,7.41,6.983
2022-05-09,Serbia,6.692,6.989
2022-05-10,Serbia,6.29,6.679
2022-05-11,Serbia,6.117,6.329
2022-05-12,Serbia,6.39,6.197
2022-05-13,Serbia,4.696,5.99
2022-05-14,Serbia,3.432,5.861
2022-05-15,Serbia,5.801,5.631
2022-05-16,Serbia,5.486,5.459
2022-05-17,Serbia,5.184,5.301
2022-05-18,Serbia,4.796,5.112
2022-05-19,Serbia,4.825,4.889
2022-05-20,Serbia,3.547,4.724
2022-05-21,Serbia,2.671,4.616
2022-05-22,Serbia,4.251,4.394
2022-05-23,Serbia,4.724,4.285
2022-05-24,Serbia,4.179,4.142
2022-05-25,Serbia,3.791,3.998
2022-05-26,Serbia,4.452,3.945
2022-05-27,Serbia,3.116,3.883
2022-05-28,Serbia,1.838,3.764
2022-05-29,Serbia,3.848,3.707
2022-05-30,Serbia,3.805,3.576
2022-05-31,Serbia,3.576,3.489
2022-06-01,Serbia,3.475,3.444
2022-06-02,Serbia,3.892,3.364
2022-06-03,Serbia,3.174,3.373
2022-06-04,Serbia,2.47,3.463
2022-06-05,Serbia,4.035,3.489
2022-06-06,Serbia,4.035,3.522
2022-06-07,Serbia,3.705,3.541
2022-06-08,Serbia,3.978,3.613
2022-06-09,Serbia,3.906,3.615
2022-06-10,Serbia,2.8,3.561
2022-06-11,Serbia,2.369,3.547
2022-06-12,Serbia,3.705,3.5
2022-06-13,Serbia,5.112,3.654
2022-06-14,Serbia,4.48,3.764
2022-06-15,Serbia,4.839,3.887
2022-06-16,Serbia,4.667,3.996
2022-06-17,Serbia,4.696,4.267
2022-06-18,Serbia,3.461,4.423
2022-06-19,Serbia,5.859,4.731
2022-06-20,Serbia,7.281,5.04
2022-06-21,Serbia,6.893,5.385
2022-06-22,Serbia,8.128,5.855
2022-06-23,Serbia,8.429,6.392
2022-06-24,Serbia,7.683,6.819
2022-06-25,Serbia,6.721,7.285
2022-06-26,Serbia,10.784,7.988
2022-06-27,Serbia,11.632,8.61
2022-06-28,Serbia,12.579,9.422
2022-06-29,Serbia,13.226,10.151
2022-06-30,Serbia,13.786,10.916
2022-07-01,Serbia,11.603,11.476
2022-07-02,Serbia,10.756,12.052
2022-07-03,Serbia,18.094,13.096
2022-07-04,Serbia,19.587,14.233
2022-07-05,Serbia,19.156,15.172
2022-07-06,Serbia,21.095,16.297
2022-07-07,Serbia,22.962,17.607
2022-07-08,Serbia,18.395,18.578
2022-07-09,Serbia,13.613,18.986
2022-07-10,Serbia,26.939,20.25
2022-07-11,Serbia,29.438,21.657
2022-07-12,Serbia,29.711,23.165
2022-07-13,Serbia,31.851,24.701
2022-07-14,Serbia,39.174,27.017
2022-07-15,Serbia,36.187,29.559
2022-07-16,Serbia,29.51,31.83
2022-07-17,Serbia,47.259,34.733
2022-07-18,Serbia,56.177,38.553
2022-07-19,Serbia,56.665,42.403
2022-07-20,Serbia,61.016,46.57
2022-07-21,Serbia,64.62,50.205
2022-07-22,Serbia,54.568,52.831
2022-07-23,Serbia,49.858,55.738
2022-07-24,Serbia,73.308,59.459
2022-07-25,Serbia,87.596,63.947
2022-07-26,Serbia,87.625,68.37
2022-07-27,Serbia,85.902,71.925
2022-07-28,Serbia,85.457,74.902
2022-07-29,Serbia,80.014,78.537
2022-07-30,Serbia,62.495,80.342
2022-07-31,Serbia,86.031,82.16
2022-08-01,Serbia,99.601,83.875
2022-08-02,Serbia,88.975,84.068
2022-08-03,Serbia,92.866,85.063
2022-08-04,Serbia,91.301,85.898
2022-08-05,Serbia,75.821,85.299
2022-08-06,Serbia,60.054,84.95
2022-08-07,Serbia,93.312,85.99
2022-08-08,Serbia,104.326,86.665
2022-08-09,Serbia,101.396,88.439
2022-08-10,Serbia,90.511,88.103
2022-08-11,Serbia,89.348,87.824
2022-08-12,Serbia,75.462,87.773
2022-08-13,Serbia,54.094,86.921
2022-08-14,Serbia,84.667,85.686
2022-08-15,Serbia,94.618,84.3
2022-08-16,Serbia,87.467,82.31
2022-08-17,Serbia,82.039,81.099
2022-08-18,Serbia,74.758,79.015
2022-08-19,Serbia,61.045,76.956
2022-08-20,Serbia,45.292,75.698
2022-08-21,Serbia,65.798,73.002
2022-08-22,Serbia,71.714,69.73
2022-08-23,Serbia,62.854,66.214
2022-08-24,Serbia,60.887,63.192
2022-08-25,Serbia,57.799,60.77
2022-08-26,Serbia,50.217,59.223
2022-08-27,Serbia,37.035,58.043
2022-08-28,Serbia,52.773,56.183
2022-08-29,Serbia,54.712,53.754
2022-08-30,Serbia,53.276,52.385
2022-08-31,Serbia,47.618,50.49
2022-09-01,Serbia,43.152,48.397
2022-09-02,Serbia,38.112,46.668
2022-09-03,Serbia,26.365,45.144
2022-09-04,Serbia,46.254,44.213
2022-09-05,Serbia,49.7,43.497
2022-09-06,Serbia,48.121,42.76
2022-09-07,Serbia,46.9,42.658
2022-09-08,Serbia,47.331,43.255
2022-09-09,Serbia,39.418,43.441
2022-09-10,Serbia,31.449,44.167
2022-09-11,Serbia,45.105,44.003
2022-09-12,Serbia,45.55,43.41
2022-09-13,Serbia,41.213,42.424
